MadrasinVsDMSO	DMSOvsStdCntrl	FractVsStdCntrl	FractVsDMSO
1.0	1.85714285714	0.428571428571	0.230769230769
1.66666666667	1.0	0.833333333333	0.833333333333
1.88888888889	1.0	0.444444444444	0.444444444444
0.894736842105	0.791666666667	0.541666666667	0.684210526316
1.4	0.666666666667	0.266666666667	0.4
0.6875	0.842105263158	0.368421052632	0.4375
1.25925925926	0.710526315789	0.631578947368	0.888888888889
1.61538461538	0.565217391304	0.521739130435	0.923076923077
1.58823529412	0.566666666667	0.3	0.529411764706
2.0	0.875	0.375	0.428571428571
0.666666666667	0.923076923077	0.538461538462	0.583333333333
2.23076923077	0.764705882353	0.117647058824	0.153846153846
1.05882352941	0.62962962963	0.555555555556	0.882352941176
2.07692307692	0.52	0.44	0.846153846154
2.16666666667	0.5	0.416666666667	0.833333333333
1.35714285714	0.875	0.9375	1.07142857143
1.25	1.33333333333	1.0	0.75
1.75	0.5	0.375	0.75
0.571428571429	1.16666666667	1.0	0.857142857143
0.571428571429	1.75	1.5	0.857142857143
2.0	0.6	0.6	1.0
1.4	0.714285714286	0.714285714286	1.0
1.66666666667	1.0	1.0	1.0
1.33333333333	1.0	0.333333333333	0.333333333333
0.5	2.0	1.0	0.5
1.0	1.0	1.0	1.0
2.0	0.3125	0.3125	1.0
2.0	0.470588235294	0.176470588235	0.375
3.0	0.428571428571	0.357142857143	0.833333333333
2.33333333333	0.6	0.8	1.33333333333
1.28571428571	1.0	0.285714285714	0.285714285714
1.2	2.5	0.5	0.2
1.33333333333	0.75	0.65	0.866666666667
1.03846153846	0.838709677419	0.548387096774	0.653846153846
0.905882352941	0.73275862069	0.560344827586	0.764705882353
0.940789473684	0.821621621622	0.621621621622	0.756578947368
0.97619047619	0.617647058824	0.588235294118	0.952380952381
1.07142857143	1.07692307692	0.461538461538	0.428571428571
0.944444444444	0.923076923077	0.74358974359	0.805555555556
1.0	0.793103448276	0.724137931034	0.913043478261
1.125	0.666666666667	0.833333333333	1.25
0.842465753425	0.679069767442	0.451162790698	0.664383561644
1.5	1.33333333333	1.0	0.75
0.588235294118	2.42857142857	0.571428571429	0.235294117647
1.44444444444	1.0	0.5	0.5
0.714285714286	1.75	0.75	0.428571428571
0.578947368421	1.72727272727	0.454545454545	0.263157894737
1.66666666667	0.75	0.5	0.666666666667
1.8	0.833333333333	0.333333333333	0.4
1.0	0.5	0.5	1.0
1.0	0.5	0.5	1.0
1.0	0.333333333333	0.333333333333	1.0
1.0	1.0	1.0	1.0
1.0	0.333333333333	0.333333333333	1.0
1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0
1.0	1.33333333333	1.0	0.75
1.2	1.66666666667	1.0	0.6
1.45454545455	1.22222222222	0.333333333333	0.272727272727
2.0	1.0	1.0	1.0
0.74358974359	1.3	0.266666666667	0.205128205128
0.444444444444	1.5	0.666666666667	0.444444444444
1.33333333333	1.0	1.0	1.0
1.66666666667	0.428571428571	0.714285714286	1.66666666667
2.0	0.6	0.6	1.0
1.0	0.6	0.6	1.0
3.0	0.2	0.2	1.0
3.0	0.5	0.5	1.0
4.0	0.25	0.25	1.0
0.333333333333	1.0	1.0	1.0
1.0	1.0	0.333333333333	0.333333333333
1.0	1.0	1.0	1.0
1.5	0.4	0.4	1.0
0.666666666667	1.0	0.777777777778	0.777777777778
1.0	1.0	1.0	1.0
1.33333333333	1.0	1.0	1.0
1.0	0.666666666667	1.0	1.5
2.57142857143	0.583333333333	0.277777777778	0.47619047619
3.0	0.681818181818	0.227272727273	0.333333333333
2.875	0.695652173913	0.260869565217	0.375
2.83333333333	1.0	0.833333333333	0.833333333333
1.2	0.833333333333	0.5	0.6
2.0	0.75	0.75	1.0
1.4	0.714285714286	0.857142857143	1.2
1.66666666667	1.0	0.5	0.5
2.33333333333	1.0	0.666666666667	0.666666666667
4.5	0.333333333333	0.25	0.75
0.428571428571	1.75	0.75	0.428571428571
1.25	0.666666666667	0.5	0.75
1.25	1.33333333333	1.0	0.75
2.2	0.5	0.3	0.6
1.25	0.8	0.8	1.0
1.25	1.33333333333	1.0	0.75
1.16666666667	0.75	0.625	0.833333333333
1.5	0.666666666667	0.5	0.75
1.2	0.833333333333	0.5	0.6
1.2	0.625	0.625	1.0
1.5	0.727272727273	0.454545454545	0.625
0.576923076923	0.8125	0.5	0.615384615385
0.5	0.8	0.4	0.5
1.0	0.571428571429	0.571428571429	1.0
1.16666666667	0.24	0.4	1.66666666667
1.66666666667	0.230769230769	0.230769230769	1.0
7.0	0.0833333333333	0.416666666667	5.0
0.666666666667	0.75	0.75	1.0
0.666666666667	1.0	0.333333333333	0.333333333333
0.7	1.11111111111	0.444444444444	0.4
1.66666666667	0.6	0.6	1.0
1.36363636364	2.75	1.5	0.545454545455
1.25	0.666666666667	0.5	0.75
1.66666666667	1.0	1.0	1.0
0.8	1.66666666667	1.0	0.6
2.0	0.25	0.25	1.0
1.6	0.909090909091	0.272727272727	0.3
1.33333333333	1.5	1.5	1.0
0.357142857143	1.75	0.375	0.214285714286
0.75	0.666666666667	0.5	0.75
0.75	1.33333333333	1.0	0.75
1.0	2.0	1.0	0.5
1.0	1.0	1.0	1.0
0.333333333333	3.0	1.0	0.333333333333
1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0
1.0	1.33333333333	1.0	0.75
0.75	1.33333333333	1.0	0.75
1.0	0.5	0.5	1.0
1.0	0.75	0.75	1.0
0.571428571429	7.0	5.0	0.714285714286
1.33333333333	1.5	1.5	1.0
1.25	1.33333333333	1.0	0.75
3.5	0.2	0.8	4.0
1.33333333333	1.0	1.66666666667	1.66666666667
1.0	1.0	1.0	1.0
3.0	1.0	1.0	1.0
1.5	1.6	1.0	0.625
1.66666666667	1.2	0.8	0.666666666667
3.0	0.555555555556	0.777777777778	1.4
2.33333333333	0.666666666667	0.111111111111	0.166666666667
1.62962962963	3.0	1.44444444444	0.481481481481
0.428571428571	1.75	0.25	0.142857142857
3.66666666667	0.176470588235	0.235294117647	1.33333333333
1.0	0.75	0.75	1.0
1.0	1.0	1.0	1.0
1.0	1.0	0.333333333333	0.333333333333
1.5	1.0	0.5	0.5
0.25	2.0	0.5	0.25
1.66666666667	1.5	0.5	0.333333333333
0.6	1.25	0.25	0.2
1.0	1.5	1.25	0.833333333333
1.33333333333	0.75	0.5	0.666666666667
0.8	1.0	0.8	0.8
1.0	1.0	1.0	1.0
0.5	2.0	1.0	0.5
0.833333333333	1.5	1.5	1.0
1.0	1.0	1.0	1.0
1.0	1.0	0.333333333333	0.333333333333
1.0	0.333333333333	0.333333333333	1.0
1.0	1.0	1.0	1.0
1.5	0.5	1.0	2.0
2.75	1.0	0.75	0.75
1.66666666667	1.0	1.0	1.0
3.0	1.33333333333	1.0	0.75
2.0	1.0	0.25	0.25
1.0	0.25	0.75	3.0
1.0	1.0	1.0	1.0
1.5	0.666666666667	0.666666666667	1.0
1.33333333333	1.0	1.0	1.0
1.0	1.33333333333	1.0	0.75
0.454545454545	2.75	1.0	0.363636363636
0.647058823529	1.88888888889	0.555555555556	0.294117647059
1.75	0.8	0.6	0.75
0.9	1.53846153846	0.615384615385	0.4
0.571428571429	1.75	0.75	0.428571428571
0.5	1.66666666667	0.5	0.3
1.0	0.75	0.75	1.0
1.33333333333	1.0	1.0	1.0
0.8	0.833333333333	0.333333333333	0.4
2.0	0.333333333333	0.333333333333	1.0
1.0	0.333333333333	0.333333333333	1.0
3.0	1.0	2.0	2.0
3.0	0.333333333333	0.333333333333	1.0
1.0	1.0	1.0	1.0
1.0	0.666666666667	1.0	1.5
1.0	0.333333333333	0.666666666667	2.0
1.0	1.0	1.0	1.0
1.33333333333	1.0	0.555555555556	0.555555555556
0.75	1.33333333333	1.0	0.75
1.33333333333	1.0	1.0	1.0
1.0	1.0	1.0	1.0
0.75	1.0	1.25	1.25
1.0	1.0	1.0	1.0
1.75	1.0	0.75	0.75
1.0	3.0	3.0	1.0
1.2	1.25	0.75	0.6
1.0	2.0	1.5	0.75
1.05263157895	1.35714285714	0.214285714286	0.157894736842
1.0	1.2	0.8	0.666666666667
0.8125	2.46153846154	0.615384615385	0.25
1.33333333333	0.818181818182	0.636363636364	0.777777777778
2.0	1.0	1.6	1.6
0.666666666667	1.5	1.0	0.666666666667
1.5	1.0	0.75	0.75
0.818181818182	1.57142857143	0.857142857143	0.545454545455
1.5	1.33333333333	1.0	0.75
1.27272727273	2.75	0.75	0.272727272727
0.538461538462	1.3	0.3	0.230769230769
0.666666666667	3.0	1.5	0.5
1.33333333333	1.0	0.333333333333	0.333333333333
2.0	0.75	0.75	1.0
2.0	0.666666666667	1.0	1.5
1.66666666667	0.6	0.6	1.0
0.6	1.0	0.2	0.2
1.6	0.416666666667	0.25	0.6
1.5	0.666666666667	0.666666666667	1.0
1.66666666667	1.0	1.0	1.0
1.66666666667	1.0	1.0	1.0
1.0	0.5	0.5	1.0
4.0	1.0	1.0	1.0
1.0	0.833333333333	1.16666666667	1.4
0.666666666667	1.5	0.75	0.5
0.928571428571	2.33333333333	1.0	0.428571428571
1.66666666667	1.0	1.0	1.0
0.833333333333	1.2	0.6	0.5
1.0	3.0	1.0	0.333333333333
1.5	0.666666666667	1.0	1.5
4.0	0.333333333333	0.666666666667	2.0
1.0	1.0	1.0	1.0
3.0	1.0	3.0	3.0
1.0	0.333333333333	0.333333333333	1.0
0.5	1.0	0.5	0.5
1.0	0.75	0.75	1.0
1.0	0.75	0.75	1.0
0.8	1.0	0.8	0.8
1.33333333333	1.5	1.0	0.666666666667
1.0	0.714285714286	0.571428571429	0.8
2.0	0.571428571429	0.428571428571	0.75
1.0	2.0	3.0	1.5
1.75	0.5	0.625	1.25
2.33333333333	0.75	0.5	0.666666666667
1.33333333333	0.75	0.75	1.0
0.666666666667	0.428571428571	0.428571428571	1.0
5.5	0.571428571429	0.571428571429	1.0
4.33333333333	0.75	0.75	1.0
3.0	0.8	1.0	1.25
0.571428571429	0.7	0.3	0.428571428571
1.47368421053	0.904761904762	0.666666666667	0.736842105263
0.666666666667	0.6	0.6	1.0
1.0	0.454545454545	0.272727272727	0.6
1.0	0.75	1.0	1.33333333333
1.0	1.0	1.0	1.0
1.0	1.0	1.0	1.0
0.75	1.33333333333	1.33333333333	1.0
0.777777777778	1.28571428571	0.285714285714	0.222222222222
0.666666666667	3.42857142857	1.0	0.291666666667
1.0	1.0	1.0	1.0
0.764705882353	1.7	0.2	0.117647058824
0.833333333333	2.0	1.0	0.5
1.0	1.5	0.75	0.5
0.333333333333	1.0	1.0	1.0
2.0	0.333333333333	1.0	3.0
1.0	0.5	1.0	2.0
1.0	1.0	1.0	1.0
0.333333333333	1.0	1.0	1.0
1.0	1.0	1.0	1.0
0.5	2.0	1.0	0.5
0.333333333333	1.0	1.0	1.0
0.5	0.666666666667	0.333333333333	0.5
0.333333333333	3.0	1.0	0.333333333333
1.0	1.0	1.0	1.0
0.909090909091	1.375	0.125	0.0909090909091
0.285714285714	1.75	0.75	0.428571428571
0.6	1.66666666667	1.0	0.6
1.0	1.0	0.2	0.2
3.0	1.0	1.33333333333	1.33333333333
1.33333333333	1.0	1.0	1.0
5.0	0.666666666667	0.666666666667	1.0
1.75	0.333333333333	0.25	0.75
1.25	0.4	0.2	0.5
6.33333333333	0.5	0.5	1.0
1.0	0.846153846154	0.538461538462	0.636363636364
0.666666666667	0.857142857143	0.857142857143	1.0
1.75	1.0	0.25	0.25
0.25	1.33333333333	0.333333333333	0.25
1.33333333333	0.6	0.6	1.0
2.0	0.6	0.2	0.333333333333
1.0	0.25	0.125	0.5
0.666666666667	1.28571428571	0.857142857143	0.666666666667
1.0	1.0	0.777777777778	0.777777777778
0.896551724138	1.11538461538	0.692307692308	0.620689655172
0.8	1.25	0.75	0.6
0.36170212766	1.46875	0.5625	0.382978723404
1.0	1.0	1.0	1.0
0.7	0.588235294118	0.176470588235	0.3
1.2	0.625	0.375	0.6
0.75	1.33333333333	1.0	0.75
3.0	0.25	0.75	3.0
4.0	0.166666666667	0.5	3.0
5.0	0.0909090909091	0.545454545455	6.0
1.0	0.6	0.8	1.33333333333
1.57142857143	0.25	0.107142857143	0.428571428571
2.66666666667	0.75	1.0	1.33333333333
1.2	0.5	0.3	0.6
0.5	0.857142857143	0.714285714286	0.833333333333
1.4358974359	1.95	0.95	0.487179487179
2.58333333333	1.5	1.625	1.08333333333
1.5	0.857142857143	0.857142857143	1.0
2.69230769231	2.16666666667	1.83333333333	0.846153846154
1.18181818182	1.22222222222	0.333333333333	0.272727272727
1.25	0.666666666667	0.5	0.75
1.28571428571	1.16666666667	0.833333333333	0.714285714286
2.0	0.642857142857	0.428571428571	0.666666666667
2.0	0.428571428571	0.571428571429	1.33333333333
1.0	0.5	0.375	0.75
0.784615384615	0.984848484848	0.560606060606	0.569230769231
2.66666666667	0.6	1.0	1.66666666667
2.5	0.666666666667	0.666666666667	1.0
2.5	0.666666666667	0.666666666667	1.0
2.23076923077	0.590909090909	0.5	0.846153846154
1.6	0.833333333333	0.666666666667	0.8
1.5	0.666666666667	0.52380952381	0.785714285714
1.4	0.625	0.375	0.6
1.28	1.04166666667	0.625	0.6
1.26923076923	1.04	0.6	0.576923076923
1.15909090909	1.0	0.659090909091	0.659090909091
1.2	0.833333333333	0.666666666667	0.8
