Hugo_Symbol,JAAB101,JAAB401,JAAB601,JAAB801,JAABA01,JAABE01,JAABF01,JAABH01,JAABI01,JAABK01
RC3H2,0.0238222652149452,0.0195718557973369,0.0214018790016246,0.016455229859661,0.0185261934423468,0.0321013468426204,0.0172304663600242,0.0318125161149448,0.0263090368502645,0.0238467349634123
AGPS,0.0251708994102106,0.0288311867813493,0.0329715932061922,0.0231265339414979,0.0281683276664108,0.0266327869656798,0.026933338150958,0.0291864813023228,0.0291930846843687,0.0270156599033129
TUFM,0.0186905550625506,0.0137406775927072,0.0271117886605636,0.0133067876437399,0.0362315776132978,0.0187385721184044,0.0269765857192027,0.0139416356965423,0.0232017249324632,0.0325435969168344
MESDC1,0.178812264359111,0.213241799151567,0.183644765698311,0.182518128167725,0.28066695373157,0.288404670707237,0.210852701781262,0.248713259874427,0.0903096687677512,0.287456019765428
GNPDA1,0.250469492713019,0.25349513346954,0.0898126718762776,0.207570905608437,0.291112870129764,0.217420989416752,0.311335530758959,0.186951440164543,0.473731128159476,0.333863537301164
HIST3H2BB,0.19396336498193,0.150283074761364,0.388212084360739,0.140953984360806,0.275267363548491,0.124673861706957,0.108648610109818,0.0907617921988172,0.0773695991798101,0.351260600940542
MAP3K14,0.436873891590526,0.293721988011011,0.518661209940832,0.487345719206413,0.438847888279689,0.48608753743471,0.354408974272391,0.537757813670467,0.654455834734356,0.423917972488547
MRPL3,0.0380932978753147,0.0171611744551794,0.0377874169843036,0.021171377792222,0.0562153056158577,0.0418297000293666,0.0460671355935135,0.035077559235404,0.0452234454400339,0.0494266071037021
SLCO4A1,0.076961259234717,0.0883986659829489,0.0761674297524491,0.083913980426788,0.130619393294692,0.109597068262227,0.154167076877708,0.2603967696759,0.134739185846562,0.158851416310179
ZNF692,0.0162552791505354,0.0161823833266986,0.015737080329799,0.0140650005628246,0.0170461478189446,0.0163115312119176,0.0163086987579494,0.0150675798052281,0.0174176381002957,0.018614571386984
XCL2,0.847784194708556,0.829969155794203,0.673588463814159,0.781291402593153,0.657582905474667,0.836493796419918,0.761940015045846,0.810156990254257,0.608510865016372,0.79086447533311
CDK13,0.0158870725819988,0.014050719405132,0.0191837169877316,0.0173619654608638,0.014534090171433,0.0152501191171696,0.0187610128322387,0.0171706532346209,0.0184355853792855,0.0177871227755527
HSD17B8,0.288574712264346,0.290552007118894,0.231921387175291,0.347451960192385,0.448032092038935,0.343669093083262,0.308600625607432,0.220206699886012,0.257134683618561,0.35959581637728
RTF1,0.135939774131505,0.104088149970797,0.15696182442022,0.0984456409571939,0.154192776182538,0.178179578442862,0.14093516327853,0.156594898397641,0.180282396174782,0.122094082438454
HRASLS2,0.874692531119797,0.731878086810835,0.957968623923456,0.918687357882255,0.841123929770805,0.928481148903042,0.797485625601035,0.819862688990755,0.96087632699815,0.948510660241433
THY1,0.615744729989562,0.548179863906917,0.413014109219387,0.421667205306975,0.500046608119534,0.506803950433968,0.521656164867168,0.649610214088867,0.129448630009757,0.566582345873052
DHODH,0.0153364575103417,0.0132843340794327,0.0143483726418113,0.0142869987755522,0.0129446080842546,0.0165919908460082,0.0139220266747052,0.0153137381268074,0.0146569945247342,0.0132075327919956
PUF60,0.84465797367604,0.779967010734216,0.829995018491934,0.881142457216267,0.847606474067769,0.848735989457948,0.854167566612465,0.805069405651114,0.882408641966577,0.878440840695694
COL16A1,0.714459304782007,0.646020164912211,0.381086807543571,0.642791079805032,0.619770574028887,0.616041734426035,0.757909434324442,0.731407747622728,0.428667656270295,0.795685556220889
MTRF1L,0.0516224569542567,0.0433759699759809,0.0382938116226717,0.0406715390714581,0.0418247090240891,0.0443972414698934,0.0379921703190874,0.04167200667895,0.0490992554816367,0.0353438884121533
OSGIN2,0.0197705078174223,0.0154817511690732,0.0204726294265001,0.0168986574088382,0.0200191087590649,0.018316441959889,0.0193576261822319,0.0190347680197972,0.0182747723290532,0.0208787115765055
SPNS2,0.827230067006923,0.747288291835321,0.655554655796872,0.862507609204601,0.828075166611991,0.826537208151353,0.848083100649545,0.825566460830599,0.847375003873455,0.757109548087844
PTPN14,0.374886851796765,0.401893647492845,0.339152799327559,0.883021513111252,0.62264925309401,0.737649992051453,0.880457218073846,0.774946272614756,0.609328978532815,0.812109125675851
CCDC76,0.0459351928052728,0.0874275918539136,0.0851412927385499,0.0550288158870341,0.0603993361126137,0.0867236242947327,0.0689428715040367,0.0623263848639271,0.0996173301320284,0.110538895752022
CRLF3,0.554668261530038,0.460586112474897,0.435615327925527,0.46285258461222,0.466877311819269,0.58593833220202,0.407619465198577,0.719022076960497,0.668970304304527,0.574745659732291
KHDRBS1,0.0149599931027639,0.0142146977865417,0.0122983548149328,0.0137768373835712,0.015022369765906,0.014145234197751,0.0146289992816608,0.0149441636990473,0.0168922519981911,0.0148058892835458
SUMO4,0.952935965823807,0.934945090165215,0.937975335741676,0.95294314934073,0.931655085703313,0.942124583870446,0.953519352060992,0.959566549379233,0.94410495013926,0.962710772346073
WSCD1,0.533160850449178,0.0815253764608537,0.119644567082058,0.0701387027725544,0.1347995623236,0.0743532924091846,0.0831160693265598,0.0667790381758574,0.165109007113057,0.108380364368554
GNA11,0.374903603961706,0.40561620069453,0.560241278167625,0.589584461613602,0.583708478320601,0.756351275707296,0.67003627900997,0.704521678653024,0.915052605956133,0.593351291944331
PCGF3,0.591179445811051,0.778946502141032,0.787292625571513,0.738053910734601,0.734687193267296,0.809315216362622,0.675561218393078,0.818584476869637,0.510415648471889,0.795488131856417
NR2E1,0.408198993521937,0.0932106919645039,0.0674177592836206,0.0774462872257402,0.0626137593911525,0.403657089544592,0.107181436009937,0.174270284138826,0.653225453806848,0.236873153014166
C1orf101,0.0295455076498613,0.0223087190172124,0.025349918475757,0.0285244312214111,0.0289197512877822,0.0231329022966106,0.021901367322381,0.0241717765369096,0.028095467449468,0.0266651737363404
BCAS3,0.0674703790635772,0.0638558706354165,0.0610556119853078,0.0551114301835721,0.0554125453749025,0.0778862601255988,0.0607615612374764,0.0479476724642858,0.080366545994832,0.0648900517919926
ATP5F1,0.0181105947307712,0.0124849406897891,0.0153831778249976,0.0142029348387289,0.0148769400487329,0.0160646371838254,0.0144061860086339,0.014274108083451,0.0142520670557951,0.0179278664214466
SUSD4,0.0465258571853469,0.0198199053828117,0.0212700553224964,0.0220099135070982,0.0355043785984458,0.02625280739127,0.0221930954086974,0.0241496745932442,0.0198315550792076,0.0243792636184352
TCTA,0.218025335303113,0.199538359287013,0.185173020813844,0.315586307631771,0.235853146448338,0.270834854333344,0.313985856131106,0.246519752087086,0.255973633244882,0.264017396715253
ZGPAT,0.0299405289635558,0.036076286465109,0.0584535009691114,0.0384205825137999,0.0326675080055424,0.0432548729978844,0.0322200631676735,0.0318375175542866,0.0316383347485577,0.0322726473659182
GLG1,0.766608583087068,0.516101378054748,0.393154497694102,0.591050506352133,0.616170482848411,0.597700805176906,0.594983746711937,0.695729809206461,0.786486257515297,0.749598925754576
RPL22L1,0.766867911439995,0.814346846741978,0.898380339768933,0.882681200510043,0.611576912203975,0.82940914382775,0.86814795313635,0.931848804241592,0.935476979862685,0.915218535444051
FAM171B,0.664062261127131,0.227204225006408,0.409906352846855,0.523202028651291,0.318759775970957,0.641480632388343,0.336192192497025,0.167818239834002,0.801047758979414,0.393422578724647
SPRY2,0.448877616427761,0.515651066851268,0.854909378183338,0.71225677526366,0.470433904394715,0.534441671710483,0.601670793945384,0.361698019888073,0.874278794586598,0.507352433778843
WDFY2,0.804850073323499,0.464801170782641,0.240441077592747,0.800533052129332,0.856698373511268,0.843952410717978,0.687431381170438,0.737977849106956,0.323400400119759,0.443519636024393
VPS35,0.03171154459088,0.0307079038736174,0.0375838072435212,0.0350224247115355,0.0405554951955893,0.0360921904270381,0.0253311400095743,0.0273177865359405,0.0288110590370979,0.0418807864251972
WDYHV1,0.0492509953341836,0.0365818216746947,0.0517946274995793,0.0314621101901989,0.041500524303817,0.0404105226825499,0.0365755398779616,0.0204051374817011,0.0366181708718115,0.0433008189535932
ALKBH2,0.110993574364643,0.0454008306259736,0.0434049511856071,0.0400365113529224,0.0415295150237187,0.0545643906427271,0.0413221123153952,0.0499792178234674,0.0629992270935069,0.0845205978703691
NIPA1,0.162776923779837,0.107880824046906,0.133524837890171,0.167270148263107,0.164997371425685,0.174652157887055,0.241175347553986,0.101974774178391,0.102917392147371,0.164427519971284
KCNA2,0.0788355181145985,0.0299123542708737,0.0340880432731349,0.0313501393393151,0.0221193708893304,0.0234646748371815,0.0304247009273642,0.354007364899179,0.0265377833578589,0.0252625775562496
EHMT2,0.065149934100918,0.0539290815202676,0.0600932790669057,0.052664022055883,0.0456727610786344,0.062962569746241,0.0359789086628142,0.0455029415209081,0.100170804478278,0.0802042313421471
LRPAP1,0.933974918973655,0.916653689736404,0.938705995138262,0.937854450313656,0.945442767653398,0.938877185897112,0.933271022976637,0.936793610274411,0.896964033003297,0.948662123878563
CCDC90A,0.0950114725803258,0.0561429506560616,0.0737960761526807,0.0698240826434944,0.0757805340504551,0.0637377446550861,0.0550632836635434,0.0800162126153556,0.135253029207209,0.0554756956738796
C1QB,0.773713588641391,0.728877032581295,0.567523397731708,0.677268832317797,0.755627200375,0.707686701332914,0.703053016925355,0.744354627452459,0.851590617903951,0.782258015380633
FAM36A,0.153844718862568,0.108537184429309,0.133922856367696,0.111986650296324,0.0919037530742933,0.108411217622693,0.0791657042672345,0.068690634176994,0.132728578375565,0.103149773528198
CD8A,0.885690440557787,0.890867069799849,0.936898637921851,0.924558679201083,0.890031934806341,0.92183918416937,0.884090407570069,0.912985162359493,0.919053786630715,0.875707868688435
FSCN2,0.336504874307906,0.337744288476516,0.329468741638431,0.552533297647235,0.397427343118025,0.427018842950795,0.402788468077317,0.266155033673701,0.430579325076911,0.408081712088005
NME4,0.0347508665613717,0.0248984542726336,0.0224566811960989,0.0248692047561209,0.024371452158728,0.0340285400049789,0.0312480382405061,0.0302030311701744,0.0291290993209722,0.0688488793935344
EI24,0.178994965904334,0.191986187480473,0.17845209654143,0.16703332848239,0.20088818674451,0.141543207854055,0.218684630913047,0.186457579622686,0.196878562126328,0.208087603315449
SIGMAR1,0.67068378544957,0.823152353141369,0.94073199364957,0.936426060765722,0.958768720990721,0.934686840710689,0.930960171354973,0.932009504126345,0.954962311296339,0.945733038990634
FGD2,0.848132879593231,0.821721772624207,0.848910925999149,0.833694325558432,0.79555283949458,0.820879769928544,0.83556675244453,0.817564837101251,0.809907080817823,0.818775522795591
RAI14,0.0317355520222266,0.0700265953525159,0.0341606949900879,0.0696112295181282,0.0446117525309868,0.273198149753284,0.0528271702938019,0.213572923170959,0.0280862520833342,0.106810925922575
PGAP1,0.0110722177218823,0.00902840668688458,0.0102511220234056,0.00904984833341079,0.01652285605692,0.0110809081510155,0.0177002124315662,0.0131097547880751,0.0130660932929695,0.0223821057741358
TUBB2A,0.168113069769831,0.137409350995192,0.117138455946281,0.0635912760047811,0.0915189494411884,0.10159757327151,0.100633712520062,0.125828669284689,0.202281502082102,0.181602254540832
ANKRD36,0.0343632731633384,0.0214095858169102,0.0510194378689937,0.0235546945082927,0.0333567503372167,0.0305818588482838,0.0244768200960004,0.0302644818313394,0.0358648397951072,0.0271567459963417
SGMS2,0.0410601033533121,0.0322891605937258,0.0319963560081599,0.0366119729426254,0.0373087146926527,0.0340662031063056,0.038394082112374,0.0332990399646538,0.0330791634314041,0.0399260961189426
MALL,0.479323950563631,0.533586759773086,0.459483888041866,0.674279327301063,0.600859727220461,0.499486671642187,0.606208643273248,0.60216855493714,0.913537436612605,0.696235394792583
KIAA0748,0.868157398855691,0.840266973490368,0.865465807805581,0.722662177353327,0.850276455999252,0.848651949153264,0.824108991033308,0.844401334040396,0.847009051905628,0.890984330685021
A4GALT,0.159619950083502,0.0540659467800054,0.0870046457378278,0.0287486018304255,0.118966627250282,0.0483983591498256,0.101685404659732,0.169711157050465,0.684468681870806,0.460769946089957
YIPF4,0.738092546853324,0.644859235784657,0.641682619098793,0.858258575090205,0.824253027897032,0.915759044806983,0.885784427308654,0.696645372615931,0.797874669930469,0.860127867138283
COQ9,0.285861943338493,0.143128339937441,0.242964318093965,0.309289053432827,0.400033768788974,0.271345074221165,0.341921206430533,0.39770095329713,0.141053338272378,0.347237601452814
CR2,0.307262069439202,0.0243287573304525,0.023407208681154,0.0286914345221789,0.0249683842458965,0.231314335017769,0.0252824806029371,0.0205175486927744,0.0240394974265466,0.0217875519750506
TMEM79,0.519301589251608,0.620429188062285,0.351181489315511,0.605875423923647,0.62990997925593,0.577871594406166,0.813531972241782,0.78643295118144,0.483926798778722,0.587245438242814
SERPINH1,0.834846343074226,0.810269842416977,0.750080524763762,0.814173657578319,0.770346541214622,0.766064148281077,0.863431969817451,0.866786475061837,0.869849477809444,0.839987692598205
ANKRD9,0.694681189854409,0.619631848192056,0.685937622123278,0.711982786289924,0.846050249842538,0.659645640497446,0.687428745179074,0.77350548775368,0.925509559499578,0.753044215678742
WNT2B,0.0857750785550902,0.0489142644530931,0.0846242636306354,0.0524753969669448,0.0651144348046424,0.0922011940391231,0.0630188403846466,0.0646380560493543,0.0912368989192229,0.0894973055063514
GALNS,0.92816745227475,0.962283072517701,0.959293777998287,0.862591244335525,0.736123732410954,0.873645305477781,0.964034792946261,0.966227638816454,0.95150785949655,0.951907629181853
ESD,0.0307310915673318,0.021817106550168,0.021096762606106,0.0212423061287451,0.0278962373162012,0.0280060375492159,0.0245070655649783,0.0175326912644675,0.0192185547173635,0.0225625230661327
TMEM50B,0.0439081332791347,0.038085465832851,0.0446455323120487,0.0327290084625381,0.0432257225449148,0.0452096129938912,0.0438074781872602,0.0306953900602581,0.0339997854432835,0.040573361253199
HBEGF,0.463661885284818,0.51695602533605,0.43964136977645,0.705483487721977,0.575179463347097,0.561643952210197,0.649666236641008,0.603955341698109,0.376489472959901,0.698285975233816
TNFRSF10B,0.319083369174088,0.393598542651332,0.508697527054287,0.521718303620836,0.448470786491466,0.422645864426469,0.453244923552114,0.332887998809156,0.184887608323456,0.544042610241096
